province,district,address,latitude,longitude
Quảng Nam,Thành phố Tam Kỳ,"Điện máy Xanh Đường Phan Bội Châu, Phường Tân Thạnh",15.573799,108.48179
Quảng Nam,H. Quế Sơn,"Điện máy Xanh Số 73-75 Phan Châu Trinh, TT. Đông Phú",15.672389,108.21661
Quảng Nam,Huyện Núi Thành,"Điện máy Xanh Quốc Lộ 1A, Thôn Diêm Phổ, Xã Tam Anh Nam",15.475611,108.59066
Quảng Nam,H. Hiệp Đức,"Điện máy Xanh Thôn 2, TT. Tân An",15.582334,108.10774
Quảng Nam,huyện Phú Ninh,"Điện máy Xanh Thôn kỳ phú, xã Tam Phước",15.53612,108.436097
Quảng Nam,Huyện Thăng Bình,"Điện máy Xanh Thôn Quý Thạnh 1, Xã Bình Quý",15.7129136,108.3402294
Quảng Nam,Huyện Đại Lộc,Điện máy Xanh Xã Đại Hiệp,15.925344,108.12959
Quảng Nam,TP.Tam Kỳ,"Điện máy Xanh 540 Phan Chu Trinh, P.An Sơn",15.565013,108.49449
Quảng Nam,H. Tiên Phước,"Điện máy Xanh Khối Phố Tiên Bình, TT. Tiên Kỳ",15.488546,108.30629
Quảng Nam,Huyện Phú Ninh,"Điện máy Xanh Thôn Tam Dân, Xã Tam Dân",15.525337,108.42267
Quảng Nam,huyện Thăng Bình,"Điện máy Xanh Tổ 06, thôn Phước Ấm, xã Bình Triều",15.759022,108.394777
Quảng Nam,Huyện Tây Giang,"Điện máy Xanh Khu dân cư O - CL3 Tây Bắc, Thôn Agrong, Xã A Tiêng",15.887484,107.4907497
Quảng Nam,Huyện Nam Giang,"Điện máy Xanh Thôn Dung, Thị trấn Thạnh Mỹ",15.746623,107.833435
Quảng Nam,Huyện Núi Thành,"Điện máy Xanh Thửa đất số 271, tờ bản đồ số 04, địa chỉ: xã Tam Tiến",15.43069,108.658075
Quảng Nam,H. Duy Xuyên,"Điện máy Xanh Số 90 Điện Biên Phủ, KP. Long Xuyên 2, TT. Nam Phước",15.841117,108.28313
Quảng Nam,TP. Hội An,"Điện máy Xanh 477-479 Hai Bà Trưng, Phường Tân An",15.887049,108.327594
Quảng Nam,TX. Điện Bàn,"Điện máy Xanh Khối Viêm Trung, P. Điện Ngọc",15.936128,108.25478
Quảng Nam,H. Quế Sơn,"Điện máy Xanh Thôn 8, Quốc lộ 1A, xã Hương An",15.781259,108.32893
Quảng Nam,Huyện Thăng Bình,"Điện máy Xanh Đường Quốc Lộ 1 A, X. Bình Trung, H. Quốc Lộ 1A, Xã Bình Trung",15.67278,108.41022
Quảng Nam,huyện Hiệp Đức,Điện máy Xanh Xã Bình Lâm,15.617824,108.221578
Quảng Nam,thị xã Điện Bàn,"Điện máy Xanh Thôn Hà An, xã Điện Phong",15.850192,108.249785
Quảng Nam,Huyện Đại Lộc,"Điện máy Xanh Thôn Quảng Huế, Xã Đại An",15.85278,108.12142
Quảng Nam,H. Núi Thành,"Điện máy Xanh Số 260 Phạm Văn Đồng, khối 2, TT. Núi Thành",15.435434,108.6447
Quảng Nam,Tp. Hội An,"Điện máy Xanh 371 Cửa Đại, P. Cẩm Châu",15.882418,108.34599
Quảng Nam,Huyện Đại Lộc,Điện máy Xanh Xã Đại Minh,15.84979,108.067194
Quảng Nam,TP.Tam Kỳ,"214 Phan chu Trinh, P.Phước Hòa",15.5697041,108.4875977
Quảng Nam,Tỉnh Quảng Nam,"02 Phan Chu Trinh, Phường An Mỹ, Thành phố Tam Kỳ",15.573461,108.482468
Quảng Nam,H. Duy Xuyên,"157-161 Điện Biên Phủ, TT. Nam Phước",15.841303,108.283449
Quảng Nam,TT. Điện Bàn,"Đường Trần Nhân Tông, P. Vĩnh Điện",15.894981,108.2455015
Quảng Nam,Huyện Thăng Bình,"Đường Tiểu La, Thị Trấn Hà Lam",15.7422,108.35882
Quảng Nam,H.Núi Thành,"177 Phạm Văn Đồng, Khối 2, TT.Núi Thành",15.435974,108.64406
Quảng Nam,H. Bắc Trà My,"252 Võ Nguyên Giáp, TT. Trà My",15.342541,108.22194
Quảng Nam,TP. Tam Kỳ,"622 Phan Chu Trinh, P. An Sơn",15.563506,108.49672
Quảng Nam,H.Đại Lộc,"Khu 5, TT.Ái Nghĩa",15.881821,108.12085
Quảng Nam,TP Tam Kỳ,"Số 339 Trần Cao Vân, P. An Sơn",15.559171,108.48854
Quảng Nam,TP. Hội An,"225 Lý Thường Kiệt, P.Cẩm Phô",15.8843087,108.3253428
Phú Thọ,Thành phố Việt Trì,"Điện máy Xanh Số 85 Trần Nguyên Hãn, Phường Bến Gót",21.304081,105.42165
Phú Thọ,Huyện Thanh Ba,"Điện máy Xanh Khu 8, Thị Trấn Thanh Ba",21.498774,105.13431
Phú Thọ,Huyện Sông Thao (nay là huyện Cẩm Khê),"Điện máy Xanh Ngã Tư bưu điện huyện Cẩm Khê,Thị trấn Sông Thao ",21.421639,105.13305
Phú Thọ,Huyện Tam Nông,"Điện máy Xanh Thửa đất số 129, tờ bản đồ số 11, Khu 13, Xã Cổ Tiết",21.28301,105.255742
Phú Thọ,Huyện Yên Lập,"Điện máy Xanh Khu Trung Tâm, Xã Lương Sơn",21.4531437,104.9720924
Phú Thọ,Huyện Cẩm Khê,"Điện máy Xanh Khu Minh Tân, Xã Minh Tân",21.4708789,105.0815658
Phú Thọ,Huyện Đoan Hùng,"Điện máy Xanh Ngã ba Cát Lem, Xã Bằng Luân",21.68093,105.07815
Phú Thọ,huyện Đoan Hùng,"Điện máy Xanh Thôn Ngọc Chúc 1, xã Chí Đám",21.623811,105.184327
Phú Thọ,huyện Phù Ninh,"Điện máy Xanh Số 07, khu 05, xã Tử Đà",21.411027,105.313537
Phú Thọ,H.Lâm Thao,"Điện máy Xanh Khu Tân Tiến, TT Lâm Thao",21.325407,105.28395
Phú Thọ,Huyện Cẩm Khê,"Điện máy Xanh Khu 2, Xã Phú Lạc",21.39078,105.14786
Phú Thọ,Thanh Sơn,"Điện máy Xanh Khu Tân Hương, xã Hương Cần",21.022423,105.241514
Phú Thọ,Huyện Tam Nông,"Điện máy Xanh Khu Tân Hưng, Thị Trấn Hưng Hóa",21.254324,105.291606
Phú Thọ,huyện Thanh Ba,Điện máy Xanh Xã Ninh Dân,21.496684,105.142364
Phú Thọ,huyện Phù Ninh,"Điện máy Xanh Khu 2, xã Trạm Thản",21.411027,105.313537
Phú Thọ,TX. Phú Thọ,"Điện máy Xanh Số 22 Đinh Tiên Hoàng, P. Hùng Vương",21.4047,105.21208
Phú Thọ,TX. Phú Thọ,"Điện máy Xanh Số nhà 84, khu 15, xã Phú Hộ",21.438459,105.25549
Phú Thọ,Huyện Yên Lập,"Điện máy Xanh Thôn Tân An 4, Thị Trấn Yên Lập",21.351828,105.05877
Phú Thọ,H. Tân Sơn,"Điện máy Xanh Đội 10, xã Tân Phú",21.218465,105.01643
Phú Thọ,H. Đoan Hùng,"Điện máy Xanh Số 36 Phố Đồng Tâm, TT. Đoan Hùng",21.621004,105.18816
Phú Thọ,H. Đoan Hùng,"Điện máy Xanh Đường quốc lộ 70, Khu Phố, xã Tây Cốc",21.632305,105.13213
Phú Thọ,H. Thanh Sơn,"Điện máy Xanh Phố Ba Mỏ, TT. Thanh Sơn",21.205883,105.17894
Phú Thọ,H. Thanh Thuỷ,Điện máy Xanh TT. Thanh Thuỷ,21.174287,105.28453
Phú Thọ,H. Hạ Hòa,"Điện máy Xanh Khu 8, TT. Hạ Hòa",21.56117,105.00111
Phú Thọ,huyện Thanh Thuỷ,"Điện máy Xanh Khu 22, xã Hoàng Xá",21.115137,105.281216
Phú Thọ,TP. Việt Trì,"Điện máy Xanh Số 1606A Hùng Vương, P. Gia Cẩm",21.321231,105.38595
Phú Thọ,Thanh Sơn,"Điện máy Xanh Khu trung tâm 2, xã Thu Cúc",21.27654,104.90718
Phú Thọ,huyện Phù Ninh,Điện máy Xanh Thị trấn Phong Châu,21.40756,105.31308
Phú Thọ,huyện Lâm Thao,Điện máy Xanh Thị trấn Hùng Sơn,21.35641,105.29336
Phú Thọ,huyện Lâm Thao,Điện máy Xanh Xã Tứ Xã,21.318258,105.286394
Phú Thọ,TX.Phú Thọ,"Số 84-86, phố Lê Đồng, P.Âu Cơ",21.397117,105.21993
Phú Thọ,H. Phù Ninh,"Khu Đường Nam, TT. Phong Châu",21.407194,105.3133
Phú Thọ,H. Cẩm Khê,"Khu 9, TT. Sông Thao",21.42205,105.13281
Phú Thọ,H.Thanh Sơn,"Số 18-20-22 đường 32, Phố Vàng, TT.Thanh Sơn",21.211644,105.17974
Phú Thọ,H. Thanh Thuỷ,"Khu Phố, TT. Thanh Thuỷ",21.174378,105.28429
Phú Thọ,TP. Việt Trì,"Số 1462, Đại lộ Hùng Vương, P. Tiên Cát",21.313567,105.3949
Phú Thọ,TP.Việt Trì,"2387-2389 Hùng Vương, Khu 7, P.Nông Trang",21.3280839,105.3795035
Phú Thọ,H. Tam Nông,"Khu 13, xã Cổ Tiết",21.284011,105.25693
Phú Thọ,huyện Lâm Thao,thị trấn Hùng Sơn,21.352909,105.29226
Phú Thọ,Huyện Hạ Hòa,"Khu 8, Thị Trấn Hạ Hòa",21.561302,105.003467
Phú Thọ,H. Yên Lập,"Khu Tân An 4, TT. Yên Lập",21.351235,105.05839
Phú Thọ,Huyện Đoan Hùng,"khu Tân Thành, Thị Trấn Đoan Hùng",21.625201,105.18438
Lai Châu,Thành Phố Lai Châu,"Điện máy Xanh Tổ 9, Phường Tân Phong",22.391292,103.46126
Lai Châu,huyện Phong Thổ,"Điện máy Xanh Thửa số 36, bản đồ số 92, bản Khổng Lào, xã Khổng Lào",22.533391,103.355898
Lai Châu,Huyện Mường Tè,Điện máy Xanh Thị trấn Mường Tè,22.383719,102.801589
Lai Châu,Tỉnh Lai Châu,"Điện máy Xanh Khu 5A, Thị Trấn Than Uyên, Huyện Than Uyên",21.952422,103.885024
Lai Châu,H. Tân Uyên ,"Điện máy Xanh Tổ 15, TT. Tân Uyên ",22.171398,103.75554
Lai Châu,H. Tam Đường,"Điện máy Xanh Khu F4 Trung tâm Thương Mại, TT. Tam Đường",22.32136,103.62452
Lai Châu,Thành phố Lai Châu,"Điện máy Xanh Số nhà 118, Đường Trần Hưng Đạo, Tổ 6, Phường Đoàn Kết",22.400125,103.456073
Lai Châu,H. Mường Tè,"Khu 10, TT. Mường Tè",22.383832,102.80206
Lai Châu,TP. Lai Châu,"Số 56 Trần Phú, tổ 4A, P. Tân Phong",22.394669,103.46327
Lai Châu,huyện Than Uyên,"Khu 1, thị trấn Than Uyên",21.950425,103.88286
Lai Châu,TP.Lai Châu,"Tổ dân phố 5, phường Đoàn Kết",22.399515,103.459498
Nam Định,Huyện Xuân Trường,"Điện máy Xanh Đường Liên Xã Mới, Thị trấn Xuân Trường",20.291501,106.343984
Nam Định,huyện Xuân Trường,Điện máy Xanh Xóm 10 xã Xuân Thượng,20.32969,106.32807
Nam Định,huyện Xuân Trường,"Điện máy Xanh Thửa đất số 80 và 184, tờ bản đồ số 11 và 31, xã Xuân Ninh",20.2428902,106.3241303
Nam Định,huyện Trực Ninh,"Điện máy Xanh Đường 21B, thị trấn Cổ Lễ",20.313701,106.270415
Nam Định,tỉnh Nam Định,"Điện máy Xanh Xã Hải Phú, huyện Hải Hậu",20.124056,106.232417
Nam Định,huyện Nghĩa Hưng,Điện máy Xanh Thị Trấn Quỹ Nhất,20.0511283,106.1434337
Nam Định,huyện Nam Trực,Điện máy Xanh Xã Nam Thanh,20.335159,106.177555
Nam Định,Huyện Nghĩa Hưng,"Điện máy Xanh Xóm 3, Thôn Đồng Lạc, Xã Nghĩa Lạc",20.111206,106.179132
Nam Định,Huyện Giao Thủy,"Điện máy Xanh Khu 4B, Tỉnh lộ 489, Thị Trấn Ngô Đồng",20.280564,106.44383
Nam Định,TP. Nam Định,"Điện máy Xanh Số 107, Quốc lộ 10, xã Lộc Hòa",20.438355,106.15394
Nam Định,huyện Ý Yên,"Điện máy Xanh Xóm Tân Lập, xã Yên Tiến",20.329247,106.010258
Nam Định,TP. Nam Định,"Điện máy Xanh Tổ 4, Đại Lộ Đông A, P. Lộc Vượng",20.434783,106.16314
Nam Định,Huyện Giao Thủy,"Điện máy Xanh Khu Lâm Quý, Thị Trấn Quất Lâm",20.208748,106.3669
Nam Định,huyện Nam Trực,"Điện máy Xanh Thôn Thượng Nông, xã Bình Minh",20.323386,106.213752
Nam Định,Huyện Nghĩa Hưng,"Điện máy Xanh TDP 01, Thị trấn Liễu Đề",20.223415,106.181859
Nam Định,tỉnh Nam Định,"Điện máy Xanh Thửa đất 166 và 458, tờ bản đồ số 02 và 09, khu 4B, Thị Trấn Cồn, huyện Hải Hậu",20.1234722,106.2786685
Nam Định,Tỉnh Nam Định,"Điện máy Xanh Thửa đất số 05-06, tờ bản đồ số 38, Xóm 5, Xã Hồng Thuận, Huyện Giao Thủy",20.2646416,106.4912061
Nam Định,Huyện Vụ Bản,Điện máy Xanh Thị Trấn Gôi,20.331506,106.073697
Nam Định,huyện Nghĩa Hưng,Điện máy Xanh Xã Nghĩa Tân,20.05625,106.18615
Nam Định,huyện Giao Thủy,"Điện máy Xanh Thửa đất số 262, tờ bản đồ số 22, xóm 09, xã Giao Yến",20.235399,106.396503
Nam Định,Huyện Nghĩa Hưng,"Điện máy Xanh Xóm 12, Xã Nghĩa Châu",20.235769,106.134944
Nam Định,Huyện Trực Ninh,Điện máy Xanh Xã Trực Thuận,20.2470404,106.1793895
Nam Định,Tỉnh Nam Định,"Điện máy Xanh Xã Yên Dương, Huyện Ý Yên",20.329247,106.010258
Nam Định,Tỉnh Nam Định,"Điện máy Xanh Thửa đất số 38 và 39, tờ bản đồ 3-1, đội 6, Xã Liên Minh, Huyện Vụ Bản",20.3482879,106.109808
Nam Định,huyện Trực Ninh,"Điện máy Xanh Xóm Bắc Thịnh, thị trấn Cát Thành",20.2612069,106.2730644
Nam Định,H.Hải Hậu,"Điện máy Xanh Xóm 15 Trung Lễ, Xã Hải Hưng",20.198609,106.30562
Nam Định,Huyện Nam Trực,"Điện máy Xanh Thửa đất số 48, tờ bản đồ số 3, xã Nam Dương",20.328337,106.17556
Nam Định,huyện Nam Trực,Điện máy Xanh Xã Hồng Quang,20.38392,106.21741
Nam Định,huyện Trực Ninh,"Điện máy Xanh Xóm Đề Thám, xã Trực Cường",20.200491,106.215089
Nam Định,huyện Hải Hậu,"Điện máy Xanh Xóm 9, xã Hải Thịnh, huyện Hải Hậu, tỉnh Nam Định (Nay là thị trấn Thịnh Long ",20.0411361,106.2202648
Nam Định,huyện Ý Yên,Điện máy Xanh Xã Yên Đồng,20.2495117,106.0685271
Nam Định,Huyện Vụ Bản,"Điện máy Xanh Ngay Cầu Dần, Xã Trung Thành",20.382019,106.09069
Nam Định,Huyện Hải Hậu,"Điện máy Xanh Xóm 16, Xã Hải Anh",20.205103,106.261353
Nam Định,TP. Nam Định,"Số 258, Đường Hàn Thuyên, P. Trần Tế Xương",20.438562,106.18561
Nam Định,H.Trực Ninh,"Số 186 đường 21B, TT.Cổ Lễ",20.323087,106.26541
Nam Định,TP. Nam Định,"Số 458 - 460 - 462 Trần Hưng Đạo, P. Quang Trung",20.432531,106.17084
Nam Định,Tp. Nam Định,"Số 59 Đường Điện Biên, Tổ 15, Phường Cửa Bắc",20.42954,106.16726
Nam Định,TP.Nam Định,"157 Trần Hưng Đạo, P.Trần Hưng Đạo",20.4261559,106.1757815
Nam Định,TP. Nam Định,"807 Trường Chinh, P. Hạ Long",20.440418,106.18543
Nam Định,Tp. Nam Định,"Số 570-572 Giải Phóng, P. Văn Miếu",20.417752,106.16065
Nam Định,Tp. Nam Định,"Số 570-572 Giải Phóng, P. Văn Miếu",20.417752,106.16065
Nam Định,H. Vụ Bản,"Ngã 4 Gôi - phố Non Côi, TT. Gôi",20.331692,106.07443
Nghệ An,Tỉnh Nghệ An,"Điện máy Xanh Thửa đất 624, tờ bản đồ số 3, Xóm Mỹ Thượng, Xã Diễn Mỹ, Huyện Diễn Châu",19.0662266,105.6190141
Nghệ An,Huyện Yên Thành,"Điện máy Xanh Khối 1, Thị trấn Yên Thành",18.998764,105.478325
Nghệ An,huyện Diễn Châu,"Điện máy Xanh Xóm 14, xã Diễn Yên",19.09597,105.57725
Nghệ An,Huyện Diễn Châu,"Điện máy Xanh Thửa đất số 327-328-330-331, Tờ bản đồ số 05, Khối 4, Thị Trấn Diễn Châu",18.975852,105.600516
Nghệ An,huyện Anh Sơn,"Điện máy Xanh Khối 4A, Thị trấn Anh Sơn",18.932386,105.083305
Nghệ An,H. Tân Kỳ,"Điện máy Xanh Khối 7, TT. Tân Kỳ",19.051109,105.26865
Nghệ An,H. Quỳ Hợp,"Điện máy Xanh Khối 4, TT. Quỳ Hợp",19.325681,105.19001
Nghệ An,Tỉnh Nghệ An,"Điện máy Xanh Thửa đất số 1369, tờ bản đồ số 125-57, Xóm Tuần A, Xã Quỳnh Châu, Huyện Quỳnh Lưu",19.2112206,105.5423689
Nghệ An,huyện Diễn Châu,"Điện máy Xanh Xóm 14, xã Diễn An",18.980878,105.600706
Nghệ An,TP. Vinh,"Điện máy Xanh Số 7C Nguyễn Trãi, P. Quán Bầu",18.701776,105.67312
Nghệ An,Tp. Vinh,"Điện máy Xanh Số 218 Lê Duẩn, P. Trường Thi",18.665021,105.6899
Nghệ An,huyện Quỳnh Lưu,"Điện máy Xanh Thôn 5, xã Quỳnh Nghĩa",19.127438,105.714496
Nghệ An,H. Diễn Châu,"Điện máy Xanh Thôn Cầu Bùng, xã Diễn Kỷ",19.011445,105.58749
Nghệ An,Huyện Con Cuông,"Điện máy Xanh Khối 4, Thị trấn Con Cuông",19.052404,104.87538
Nghệ An,huyện Yên Thành,"Điện máy Xanh Thửa đất số 404, tờ bản đồ số 17, địa chỉ: xóm 5, xã Trung Thành",18.996542,105.466897
Nghệ An,tỉnh Nghệ An,"Điện máy Xanh Xóm Chí Thành, xã Quỳnh Bảng, huyện Quỳnh Lưu",19.14218,105.626708
Nghệ An,TP. Vinh,"Điện máy Xanh Số 7 Đường Quang Trung, P. Quang Trung",18.667165,105.67376
Nghệ An,Thị xã Thái Thòa,"Điện máy Xanh Xóm 8, xã Nghĩa Thuận",19.2706559,105.4856365
Nghệ An,thị xã Hoàng Mai,"Điện máy Xanh Khối 16, phường Quỳnh Xuân",19.212809,105.685993
Nghệ An,huyện Quỳnh Lưu,"Điện máy Xanh Xóm 3, xã Quỳnh Thạch",19.174792,105.656281
Nghệ An,Thị xã Thái Thòa,"Điện máy Xanh Xóm 8, xã Nghĩa Thuận",19.2706559,105.4856365
Nghệ An,thị xã Hoàng Mai,"Điện máy Xanh Khối 16, phường Quỳnh Xuân",19.212809,105.685993
Nghệ An,huyện Quỳnh Lưu,"Điện máy Xanh Xóm 3, xã Quỳnh Thạch",19.174792,105.656281
Nghệ An,huyện Thanh Chương,"Điện máy Xanh Thôn Trung Đức, xã Võ Liệt",18.72513,105.3675808
Nghệ An,Huyện Thanh Chương,"Điện máy Xanh Khối 4, Thị Trấn Thanh Chương",18.779702,105.33454
Nghệ An,Tỉnh Nghệ An,"Điện máy Xanh Thôn 8, Xã Đỉnh Sơn, Huyện Anh Sơn",19.028191,104.96543
Nghệ An,H. Quỳ Châu,"Điện máy Xanh Khối 2B, TT. Quỳ Châu",19.550981,105.0963
Nghệ An,huyện Tân Kỳ,"Điện máy Xanh Thửa đất số 383, tờ bản đồ số 9, địa chỉ: Xóm Cừa, xã Nghĩa Hoàn",19.1427883,105.2784406
Nghệ An,huyện Tương Dương,"Điện máy Xanh Thửa đất số154, tờ bản đồ số 12, địa chỉ: Làng Khe Bố, xã Tam Quang",19.1574665,104.6786205
Nghệ An,huyện Tương Dương,"Điện máy Xanh Thửa đất 121, tờ bản đồ số 07, Khối Hòa Tân, thị trấn Hòa Bình",19.2626761,104.4745488
Nghệ An,TX. Hoàng Mai,"Điện máy Xanh Khối 3, QL 1A, P. Quỳnh Thiện",19.252173,105.71066
Nghệ An,huyện Nghĩa Đàn,"Điện máy Xanh Xóm Chợ, xã Nghĩa Hội",19.34596,105.497709
Nghệ An,huyện Đô Lương,"Điện máy Xanh Khối 4, thị trấn Đô Lương",18.900381,105.309367
Nghệ An,Tỉnh Nghệ An,"Điện máy Xanh Xóm Trung Tâm, Xã Nghi Ân, Thành phố Vinh",18.668602,105.683662
Nghệ An,H.Nam Đàn,"Điện máy Xanh Xóm Nam Sơn, Xã Vân Diên",18.701454,105.49574
Nghệ An,Thành Phố Vinh,"Điện máy Xanh 78 Nguyễn Thị Minh Khai, Phường Hưng Bình",18.676708,105.67676
Nghệ An,Huyện Yên Thành,"Điện máy Xanh Xóm 10, Xã Bảo Thành",18.9273563,105.4767048
Nghệ An,huyện Diễn Châu,"Điện máy Xanh Thửa đất số 430, tờ bản đồ 4, xóm 1, xã Diễn Xuân",18.980878,105.600706
Nghệ An,huyện Quỳnh Lưu,"Điện máy Xanh Xóm 13, xã Sơn Hải",19.10889,105.67186
Nghệ An,TX. Thái Hòa,"Điện máy Xanh Số 116 Nguyễn Trãi, K. Kim Tân, P. Hòa Hiếu",19.322224,105.43194
Nghệ An,H. Quỳnh Lưu,"Điện máy Xanh QL1A, Khối 6, TT. Cầu Giát",19.142493,105.62643
Nghệ An,Tỉnh Nghệ An (Cách Trụ sở UBND xã Nghĩa Xuân 300m,"Điện máy Xanh Xóm Dinh, Xã Nghĩa Xuân, Huyện Quỳ Hợp",19.350458,105.290434
Nghệ An,H. Quế Phong,"Điện máy Xanh Thửa đất số 93 - 94, khối 4, TT. Kim Sơn",19.608795,104.92298
Nghệ An,TP.Vinh,"Số 78 Nguyễn Thị Minh Khai, P.Hưng Bình",18.6765362,105.6768465
Nghệ An,TP.Vinh,"Số 219 Lê Lợi, P.Lê Lợi",18.686288,105.67438
Nghệ An,Tỉnh Nghệ An,"Khối Tân Thành, Phường Hòa Hiếu, Thị xã Thái Hòa",19.320748,105.440504
Nghệ An,Huyện Yên Thành,"Quốc lộ 7B, Khối 1, TT. Yên Thành",18.998864,105.47938
Nghệ An,TP.Vinh,"92 Nguyễn Phong Sắc, phường Hưng Dũng",18.681689,105.69784
Nghệ An,H.Quỳnh Lưu,"Khối 01, đường quốc lộ 1A, TT.Cầu Giát",19.146513,105.63067
Nghệ An,TP. Vinh,"Số 6, đường Hà Huy Tập, P. Hà Huy Tập",18.687294,105.68099
Nghệ An,H.Đô Lương,"Quốc lộ 7A, khối 2, TT.Đô Lương",18.903794,105.31113
Nghệ An,TP.Vinh,"Số 2, đường Đặng Thái Thân, P.Cửa Nam",18.6670124,105.664562
Nghệ An,H. Quỳ Hợp,"Xóm Tân Mỹ, xã Tam Hợp",19.359901,105.28122
Nghệ An,H. Anh Sơn,"Khối 4B, TT. Anh Sơn",18.932085,105.08323
Nghệ An,H. Con Cuông,"Khối 4, TT. Con Cuông",19.052442,104.87524
Kon Tum,Tỉnh Kon Tum,"Điện máy Xanh Số 348 - đường Trần Hưng Đạo, Phường Quyết Thắng, Thành phố Kon Tum",14.349938,108.002778
Kon Tum,thành phố Kon Tum,"Điện máy Xanh Đường Võ Nguyên Giáp, phường Duy Tân",14.3763,108.00957
Kon Tum,huyện Kon Plong,"Điện máy Xanh Đường Võ Nguyên Giáp, tổ dân phố 3, thị trấn Măng Đen",14.603454,108.288585
Kon Tum,huyện Đăk Glei,"Điện máy Xanh Thôn 16/5, thị trấn Đăk Glei",15.074833,107.741203
Kon Tum,huyện Đăk Tô,"Điện máy Xanh Đường Hùng Vương, Khối 8, thị trấn Đăk Tô",14.646464,107.844045
Kon Tum,huyện Kon Rẫy,"Điện máy Xanh Thôn 9, xã Đăk Ruồng",14.506041,108.241512
Kon Tum,thành phố Kon Tum,"Điện máy Xanh Thôn Lâm Tùng, xã Ia Chim",14.311836,107.927928
Kon Tum,H. Đắk Hà,"Điện máy Xanh Số 296 Hùng Vương, tổ dân phố 6, TT. Đắk Hà",14.515376,107.92021
Cao Bằng,H. Hà Quảng,"Điện máy Xanh Tổ Xuân Lộc, TT. Xuân Hòa",22.902112,106.07339
Cao Bằng,Tỉnh Cao Bằng,"Điện máy Xanh Bản Vạn 1, Xã Bế Triều, Huyện Hòa An",22.733117,106.15575
Cao Bằng,Huyện Trùng Khánh,"Điện máy Xanh Tổ 3, Thị trấn Trà Lĩnh",22.824925,106.32442
Cao Bằng,H. Nguyên Bình,"Điện máy Xanh Tổ dân phố 4, TT. Nguyên Bình",22.649925,105.96009
Cao Bằng,H. Quảng Uyên,"Điện máy Xanh 125 phố Hòa Nam, TT Quảng Uyên",22.68986,106.44279
Cao Bằng,Huyện Hà Quảng,"Điện máy Xanh Xóm 5, Thị Trấn Thông Nông",22.7844367,105.9833134
Cà Mau,Huyện Trần Văn Thời,"Điện máy Xanh Khóm 9, Thị trấn Trần Văn Thời",9.074192,104.96557
Cà Mau,Huyện Cái Nước,"Điện máy Xanh Thửa đất số 197, Tờ bản đồ số 16 và Thửa Ấp Thị Tường A, Xã Hưng Mỹ",8.940371,105.012639
Cà Mau,Huyện Thới Bình,"Điện máy Xanh Ấp Nhà Máy B, Xã Tân Phú",9.346524,105.089765
Cà Mau,H. Cái Nước,"Điện máy Xanh 288, đường Quốc lộ 1A, khóm 2, TT. Cái Nước",8.9439061,105.01087
Cà Mau,Thành Phố Cà Mau,"Điện máy Xanh 18, đường Ngô Quyền, Phường 02",9.1793171,105.1468
Cà Mau,H. Trần Văn Thời,"Điện máy Xanh Khóm 7, TT. Sông Đốc",9.042334,104.83329
Cà Mau,Tỉnh Cà Mau,"Điện máy Xanh Ấp Cái Đôi, Xã Phú Tân, Huyện Phú Tân",8.869381,104.841041
Cà Mau,H. Cái Nước,"Điện máy Xanh Ấp Phấn Thạnh, xã Thạnh Phú",9.110885,105.10041
Cà Mau,Phường 8,Điện máy Xanh Số 155A đường Nguyễn Tất Thành,9.163578,105.14302
Cà Mau,huyện Đầm Dơi,"Điện máy Xanh Thửa đất số 917, tờ bản đồ số 16, ấp Chà Là, xã Trần Phán",8.964911,105.110725
Cà Mau,huyện Trần Văn Thời,"Điện máy Xanh Ấp Đá Bạc, xã Khánh Bình Tây",9.178175,104.850396
Cà Mau,H. Đầm Dơi,"Điện máy Xanh Đường 19/5, khóm 4, TT. Đầm Dơi",8.996056,105.19612
Cà Mau,H. Thới Bình,"Điện máy Xanh Khóm 8, TT. Thới Bình",9.345385,105.0895
Cà Mau,Huyện Đầm Dơi,"Điện máy Xanh Ấp Tân Long A, Xã Tân Tiến",8.968996,105.322189
Cà Mau,Huyện Ngọc Hiển,"Điện máy Xanh Ấp Lạch Vàm, Xã Đất Mũi",8.600818,104.755641
Cà Mau,Huyện Thới Bình,"Điện máy Xanh Ấp 02, Xã Trí Phải",9.405178,105.150851
Cà Mau,TP. Cà Mau,"Điện máy Xanh Số 245, ấp 3, X. Tắc Vân",9.168805,105.26943
Cà Mau,H. Thới Bình,"Điện máy Xanh Số 26, ấp 3, Xã Tân Lộc",9.281083,105.20333
Cà Mau,H. Phú Tân,"Điện máy Xanh Khóm 2, TT. Cái Đôi Vàm",8.855581,104.81093
Cà Mau,TP. Cà Mau,"Điện máy Xanh Số 12 Trần Hưng Đạo, khu phố 3B, phường 5",9.178716,105.15606
Cà Mau,Thành phố Cà Mau,"Điện máy Xanh Thửa đất số 11, Tờ bản đồ số 27, Khóm 5, Phường Tân Thành",9.1855675,105.2102832
Cà Mau,H. U Minh,"Điện máy Xanh Khóm 1, thị trấn U Minh",9.408487,104.96903
Cà Mau,Tỉnh Cà Mau,"Điện máy Xanh Ấp Đầm Cùng, Xã Trần Thới, Huyện Cái Nước",8.860434,105.017692
Cà Mau,huyện U Minh,"Điện máy Xanh Ấp 3, xã Khánh Hội",9.342701,104.828879
